13507,61486,0
1223,26748,0
37640,63382,0
5853,108940,0
41610,5682,0
582,114925,1
115,45705,1
24054,60271,1
3204,89977,1
43735,37003,0
576,19095,1
1651,86843,1
642,10123,0
97,12453,1
639,101140,1
8295,52653,0
17532,72222,0
19514,73494,1
447,17225,0
17641,4844,1
3179,5674,1
7434,3696,0
18160,7889,0
630,62942,1
10885,74570,1
2059,109706,0
16271,6228,0
8050,19424,0
23257,5560,0
5316,3038,1
16480,73438,1
11287,51941,1
1482,11245,0
2338,39686,1
547,37101,0
1477,5924,1
651,100487,1
31941,56197,0
7697,76490,1
36957,20039,1
1515,102364,1
1884,54800,0
19096,50390,0
16582,41732,0
2157,4851,1
6638,1732,0
1328,7434,1
8059,5675,1
4797,8151,1
3458,76546,1
4676,17580,0
24088,8182,0
2973,70181,1
19722,398,1
14781,25506,0
37514,20054,0
7710,16276,1
646,44974,0
544,20306,1
30746,47994,0
506,12340,0
7010,16120,0
14984,10110,0
118,29510,0
21626,54916,0
25557,6342,0
10635,5959,1
68,17627,1
46833,62386,1
13274,21649,0
17543,75569,1
5946,15612,0
842,20039,1
35666,4784,0
6459,12209,0
77,53625,1
11353,74,1
19728,51797,0
37169,27811,1
801,20320,0
8677,8790,0
5221,2931,0
14107,7088,0
13074,50800,0
37,59375,0
22549,69952,0
5355,7077,0
15071,11467,0
12184,82494,1
24417,29124,0
17919,16786,0
1235,15965,0
1457,5869,1
6324,7917,0
36088,46085,1
7495,5926,0
13842,6231,1
2754,7439,1
919,7313,0
496,12508,0
4865,19997,1
4764,18907,0
633,45622,1
5999,19448,1
109,667,0
2018,9649,0
6898,6342,0
1503,17525,1
7439,112626,0
4320,49822,0
10109,6313,0
38388,69943,0
37,19200,1
16827,27474,1
21297,14732,1
32403,4916,1
3080,31242,1
1619,57923,0
2689,953,0
15227,24563,1
26207,30537,0
9728,85095,1
4864,11187,1
1543,39789,1
1486,98841,1
771,8305,0
9139,31617,0
6764,2971,1
506,88495,1
4900,55981,1
536,105410,1
2183,58561,1
26103,34383,1
37014,30171,1
3954,53742,1
5809,20653,0
498,5419,1
2634,37664,1
7212,54740,1
3382,6309,1
6474,2774,0
252,21566,0
11046,79936,1
18227,51750,1
7918,56811,1
2731,154,0
9394,641,1
504,30496,1
18265,4900,1
5278,33207,1
34533,108556,1
626,21618,1
13661,34907,0
1005,7663,0
1451,31724,1
17933,21585,1
9219,115374,1
19070,7790,1
18679,19075,1
19903,97458,0
1501,6705,1
5995,51213,0
5572,17729,1
20528,91328,0
31178,44489,0
5724,16297,1
2807,19275,1
19576,7184,0
29073,4831,0
23649,71320,0
13758,19506,0
5873,28439,1
29,13401,0
37662,7930,0
1516,76131,0
6313,58507,0
586,49510,1
36573,60988,1
4864,19380,0
125,28165,1
1729,24382,1
7342,29428,1
29591,31064,0
19,6053,0
32809,4915,0
10777,21275,1
1647,691,1
314,7956,1
19650,67666,0
29151,44501,1
16687,75436,0
2867,28132,0
5897,63097,0
5682,30324,1
4332,23665,1
14075,8082,0
38551,8015,0
1718,25824,1
59,11211,0
109,92226,0
2807,39022,1
5887,21574,0
503,20006,0
17335,19518,0
12132,8001,0
9500,8785,1
2123,22950,0
19246,14986,0
2122,7949,0
19757,7181,0
8013,20722,0
1419,35551,0
918,37635,1
8069,9100,0
3972,4791,0
664,67084,0
25970,31226,0
10099,40216,1
550,15174,0
593,49413,1
15984,23417,0
1181,9361,0
18267,11465,0
40903,10148,0
6204,69431,1
1592,110247,0
3258,17495,0
7181,15174,1
29830,6500,0
37652,37828,1
348,15034,0
4632,47182,1
137,7254,0
9007,102179,0
11166,4962,0
12203,37279,1
8984,28287,1
3251,72,0
18517,14952,1
10346,44162,1
24951,7802,0
435,21275,0
1798,10133,1
115,3189,1
13442,81429,0
30543,10629,1
23551,24056,1
19785,15346,1
12196,8493,0
9476,3293,1
2787,13686,1
829,24203,1
559,32507,0
8,37641,0
1948,26216,1
512,13736,0
23324,21566,0
667,68715,0
2548,4876,1
14637,4094,1
11943,24641,0
10393,36738,0
19195,71657,1
10188,31665,1
3273,7439,0
5324,89095,0
36924,83964,0
15508,32733,0
5744,5923,0
3039,48863,1
5358,7265,1
484,17636,0
43622,13752,1
12195,36614,1
20491,9490,0
21518,10103,1
24439,16786,0
6959,4802,0
19820,4812,0
31898,36173,1
11914,31843,1
28450,71835,0
1989,13798,1
21502,73493,0
2759,101995,0
30,6556,0
34869,4161,0
2864,17318,0
10003,61184,1
13579,14464,1
17334,31937,1
12974,37140,0
19636,88156,0
119,8583,0
5924,24887,0
10705,9407,1
5820,32068,0
33190,7787,1
14512,59244,0
16762,34096,1
6494,28642,0
21566,7843,1
20889,9353,0
17319,70716,1
17330,19459,1
12447,11470,0
506,48346,0
32160,32166,0
24661,2807,0
10800,4815,0
554,43555,0
