3631,1275,0
4593,4591,1
851,1907,0
306,1003,0
1970,3638,1
338,1226,0
2093,2197,0
3819,2916,1
1998,5815,0
3566,2295,1
4583,4115,0
452,10,1
4545,5429,1
4465,1344,0
264,1456,1
3837,3453,1
306,334,1
2380,1536,0
760,1981,1
347,4355,0
6,3573,0
428,786,1
3743,4116,1
3294,1853,0
3670,4521,1
3659,4171,1
13,6,1
1344,3378,1
2354,4503,1
45,436,0
506,163,0
3631,1276,0
3826,1521,1
3424,2884,1
2778,4206,0
1469,1577,0
2587,75,0
180,403,1
4933,41,1
2150,2284,0
41,163,1
4555,41,1
361,0,1
81,497,1
673,3670,1
1998,1907,0
4083,3960,0
2354,1293,1
3800,1293,0
441,3117,1
26,3825,1
4182,26,0
2125,1744,0
580,4115,1
1456,264,0
4559,2587,0
2938,3659,1
1176,2545,0
506,864,1
2248,2150,0
3759,2374,1
2256,30,1
4199,4604,0
2949,1572,1
269,605,0
1430,511,1
10,2020,0
52,841,1
1998,1541,0
3623,2247,0
2218,5511,0
359,4115,1
3354,313,0
3564,3631,1
145,26,1
3378,2077,1
24,26,1
4901,4452,0
4443,313,1
1277,85,1
2355,3877,0
26,977,1
10,2580,0
1814,2338,1
3503,4188,1
5413,5456,0
3646,1541,0
10,1786,0
701,3372,1
3458,2020,0
841,2884,1
967,987,1
167,1310,1
591,1486,0
451,1668,1
2218,4401,1
428,791,0
56,3573,0
1981,18,1
1853,864,1
1293,3301,1
1354,1981,0
26,4521,0
2587,4224,1
4275,4403,1
1293,538,1
1981,18,1
483,4888,0
4701,176,0
3062,3272,0
279,689,0
977,2247,0
1584,2284,0
45,1522,1
0,1176,1
2778,529,1
1293,313,0
688,1344,1
4235,1176,0
585,163,0
1853,4846,0
1647,2150,0
2247,2151,1
4434,5814,0
2433,1786,1
1522,4608,1
1866,3838,0
45,30,1
1786,6,1
1012,2884,1
1522,1867,1
2025,4092,1
4042,864,1
2669,977,0
2110,977,1
2901,492,0
1002,222,0
1428,321,0
2338,3378,0
4427,3910,0
1773,4545,0
240,313,1
1893,4443,0
6,3668,1
163,1998,1
1769,1521,1
551,1176,0
2254,1113,0
4122,5265,1
4798,3670,0
1647,1644,0
2587,864,1
3356,1324,1
1875,163,0
2587,1998,0
4279,1521,0
3,3577,0
0,1551,0
1607,163,0
1512,5749,1
3279,2570,0
1764,1725,0
4559,2338,0
4502,1710,0
272,306,1
3413,4092,1
2974,1541,0
2978,2338,1
3062,977,0
1456,3237,1
2338,1853,1
1521,1981,0
1685,1907,0
2545,1853,1
17,2884,0
26,1907,0
4617,1695,1
3100,820,0
1293,1434,0
864,450,1
2632,30,1
2778,2587,0
1907,1981,0
2710,1521,0
1435,1421,0
2140,2545,1
26,506,1
0,3681,0
5317,4737,0
1326,1354,0
1113,1853,0
403,98,1
306,30,1
0,257,1
879,1176,0
1512,1853,1
2338,18,0
1685,3338,1
4116,2508,0
4473,2898,0
1344,1500,1
2819,98,1
1310,198,0
3503,26,1
1769,3806,1
163,1012,1
4596,244,0
1707,26,1
2587,505,0
1945,2214,0
5314,45,1
2146,2,0
4200,3910,1
1352,1176,0
538,84,1
1813,2676,1
26,0,0
3325,755,0
4653,1121,0
3802,3700,1
2300,2128,1
4977,99,1
2096,760,0
86,1176,0
3802,10,0
2139,1176,1
269,264,0
3470,98,1
4642,446,0
1981,1764,1
86,26,1
1160,2150,0
4494,313,1
1121,264,0
613,163,0
1907,2587,1
26,1058,1
482,2570,0
