5299,1438,0
21521,64045,0
1497,6727,0
8199,1228,1
1114,20112,0
112,7588,0
5927,67084,1
26895,4671,0
6972,2061,1
37976,4915,1
56121,3248,1
25584,58579,1
757,4258,1
6265,1332,1
4679,3720,0
17808,61197,1
547,35738,1
7098,2930,1
6561,26151,1
1280,51413,0
813,54122,0
20525,1289,1
55301,19677,1
3825,10035,1
4305,815,1
3673,14073,1
3066,77983,1
7595,1439,1
3081,2146,0
1700,12124,1
3347,21990,1
906,905,0
661,2866,1
958,20,0
1309,4915,0
38675,661,1
8676,1544,1
1946,7721,0
9891,14275,1
19349,77261,0
6372,2936,1
862,2573,1
1360,11469,0
19154,27,1
28803,52,0
3553,2490,0
49252,2891,0
706,21062,0
27217,39878,0
850,450,1
3274,530,0
2053,1439,0
26790,3932,1
40976,20099,1
982,3325,0
7006,760,0
5632,12137,1
31175,77303,0
53,860,0
194,3115,1
13979,59461,1
2562,1032,1
7127,4842,0
6484,1125,1
19562,8145,1
37790,59,1
1072,13916,1
1350,2102,1
501,30341,0
4968,2490,1
5871,760,1
3177,37081,1
17678,7631,1
8552,1252,1
15786,636,1
914,2364,0
6331,4735,0
19808,11217,0
11587,1002,1
16933,3983,0
12033,4965,1
6331,11434,1
770,20241,1
24168,6883,1
1324,18713,1
9786,4617,0
35840,12821,0
14825,3728,0
63527,660,1
1468,6902,1
3706,2736,0
1360,3373,0
3533,3586,0
1343,3694,0
3391,75,0
4014,65508,1
8377,9171,1
24465,2008,1
4964,2715,1
7065,45546,0
19687,1967,0
17841,36739,1
980,11638,1
22574,41077,0
5785,266,1
2208,9,1
24400,7588,0
1344,20643,1
19052,11533,1
10173,26055,1
65552,1389,0
9379,7677,1
46862,23334,1
26291,1177,1
14779,2920,0
18463,18249,0
21409,1700,1
14008,672,0
19883,79,0
8738,862,1
17655,1030,1
4441,17,1
1212,14103,1
47,10965,1
7215,1921,0
12696,28696,1
7990,25779,1
1731,42522,1
1241,2840,1
1066,432,1
2633,46019,0
25684,1201,0
30397,10654,1
191,769,0
5226,1768,0
22143,3982,0
13615,9264,0
13648,14645,1
11572,8490,0
11044,3273,1
2676,1239,0
128,2785,1
5343,6067,1
1268,2400,0
2782,2922,0
4759,626,1
25365,1054,0
26053,19612,0
7944,22605,1
42846,4842,0
22101,5431,0
1116,1234,1
9470,2238,0
18546,1779,1
1043,1018,1
21605,1143,1
9965,41630,0
21246,7996,1
3474,4968,1
1067,6283,1
191,2280,1
32121,245,1
7085,71057,0
2967,1463,1
14072,5281,0
20383,80,1
45829,660,1
5466,29827,1
9193,2115,0
6890,11842,0
24143,24122,1
6582,4056,0
1659,7639,1
10164,5315,1
2049,76922,1
25129,542,0
25,197,1
13693,1206,0
8403,26168,1
22412,2418,1
3338,4458,1
191,552,0
8513,58,0
5028,2497,0
112,3391,1
24947,32798,1
57322,26410,1
3870,1071,0
1780,1116,1
20761,2991,0
15578,9459,1
619,5244,1
11954,6854,0
566,32866,0
20021,77882,1
9235,80727,0
46239,7111,0
4956,7644,1
18615,8841,0
874,27008,1
1939,71337,1
27850,452,1
14688,16991,0
