2266,96335,1
3641,2220,0
3876,83452,1
64424,6118,1
352,2334,0
12792,14386,0
6925,129250,1
19251,59184,1
19479,57503,0
1043,3165,0
18934,135642,0
57951,98543,1
3110,73814,1
794,92753,0
112,314,0
253,79878,0
220,229,1
456,8180,0
18943,3871,1
12299,1181,1
50233,780,0
806,112,1
13874,2708,1
11047,202,1
5385,6244,1
21694,50403,0
50551,1369,0
30631,32607,1
38405,6095,1
7115,4457,0
24303,3117,1
25438,14219,0
2535,343,0
41689,5658,0
4420,1488,1
1742,6353,0
314,2329,1
55567,55557,1
5171,568,0
67989,6552,0
24497,69006,1
74222,3092,0
8522,985,0
36494,3471,1
74753,6174,1
61816,117234,0
878,53337,0
7801,12678,1
24677,1788,1
52003,23262,0
13998,1479,0
4616,22561,1
140,128890,1
17120,10996,1
20466,73,0
33718,8791,1
4548,25836,0
2326,22648,1
25002,5729,0
351,7316,1
58666,112,1
6878,10598,1
4594,11884,0
13761,129938,1
3177,68739,1
12029,8468,1
13065,20106,0
6968,1817,1
20572,10311,1
3761,120338,1
47624,114696,1
12033,97,0
986,6367,1
5191,38885,1
456,13931,1
1160,3474,1
38046,15430,1
37132,26950,0
32623,15430,0
219,5023,0
5678,37053,1
605,1088,1
23895,8975,0
474,7032,1
6088,6092,1
80602,2922,1
29448,130868,0
31476,53863,1
16660,133788,0
2528,64521,1
904,8470,0
8359,59040,0
25755,18258,0
48413,53858,0
3871,33145,1
25687,4140,1
6155,29204,0
5702,18258,1
43317,9063,1
20099,10208,1
40900,2200,1
3203,82040,1
1668,4874,0
380,1635,0
3429,1893,1
3272,80862,1
28432,3661,0
3478,864,1
33740,41420,1
17878,766,0
3258,25158,0
112,14269,1
4547,122109,1
14807,127803,1
5584,115071,1
9300,18777,1
28472,109109,1
2835,1230,1
49603,19546,0
27996,448,0
1311,3577,1
2657,6353,0
31909,1725,1
2080,5723,0
20038,84408,1
35190,5944,0
123526,80105,1
1709,7021,1
24672,39953,1
5482,2912,1
1742,27473,1
220,25516,0
29082,8470,1
37198,11421,1
4317,303,0
1902,84089,1
82772,6300,1
988,2449,1
6231,94084,1
18328,10942,0
8383,23923,0
4383,6195,0
314,1487,0
599,273,0
3440,18723,1
6480,2167,0
2693,1403,1
18160,771,0
10153,6467,1
54061,15222,0
24548,35143,0
6858,1687,0
8355,32515,0
5258,3115,1
52573,69004,1
16607,119474,1
8839,3709,0
5668,61306,1
6948,1276,1
53364,40903,1
219,2080,1
3113,107097,1
48058,27310,1
835,3679,0
2835,456,1
4922,6823,1
6534,2545,1
3198,4932,1
16303,20244,0
97,631,0
335,8414,1
10307,4788,0
14621,3661,0
3477,49,1
24669,10349,1
11046,17855,1
54737,6992,1
39991,23744,0
138086,40408,0
18488,1732,0
2673,42238,1
12937,21610,1
3049,13775,1
29688,23907,1
2780,8208,0
54761,3443,1
1544,3529,0
13050,3826,1
6237,51861,1
24979,112,0
12707,4828,1
219,313,0
670,765,1
45428,97145,0
82795,31331,1
3737,5061,1
3049,55310,1
10851,32567,0
64578,29068,0
18205,28441,1
23874,561,1
6691,4171,1
6450,1467,1
9623,618,1
1176,7620,1
131,49415,0
44,365,1
24292,24551,1
1635,102287,1
95,4425,0
17824,8256,1
2173,128682,0
47952,2101,0
3010,122236,1
18089,28887,1
29842,101188,1
71564,60780,1
20796,149,0
7345,4379,0
10947,107083,1
448,42872,1
8003,429,1
18744,12399,0
60999,59551,0
33448,19613,1
35491,12936,1
14289,5544,1
2244,24344,0
68371,4922,1
53887,420,0
37066,17255,1
44961,667,1
17238,131825,0
19791,116560,1
43553,133742,1
2036,41920,1
2331,16572,0
12425,34432,1
62119,137575,0
4379,2168,0
14191,93958,0
4805,102962,0
2089,4265,1
3071,62885,1
2988,137916,0
19773,48539,0
17194,1126,0
61854,7065,0
59411,387,0
24568,18673,1
97,22496,1
2658,38157,1
6601,1654,1
5762,61232,0
29019,2018,0
74801,568,1
32993,50426,1
670,72827,0
5148,53384,1
23704,4501,1
28789,49726,0
8165,88494,1
25733,3134,1
12995,3135,1
613,23262,0
25438,401,1
98769,315,1
1816,9544,1
112707,4752,0
7021,147,0
6549,3265,1
39044,3117,0
1604,999,0
11664,98884,1
564,6551,0
3777,2567,1
17435,32,1
29770,6004,0
3058,44398,1
2541,7792,1
33372,18813,0
64242,15902,0
136720,2082,1
112,84743,0
18796,39093,1
124105,905,0
33346,26943,0
12619,59117,0
3463,303,0
9743,5627,1
3874,12678,1
6226,8338,1
1658,2419,0
15114,97,0
66573,1366,1
6467,57014,1
46199,89192,1
9860,51105,0
3531,13655,0
69352,13767,0
49335,2342,0
2575,3045,1
6895,10449,0
797,125171,0
2435,129856,0
47160,47175,1
33951,33955,0
10730,2707,1
7625,76081,0
12678,6782,1
35512,35515,0
36643,36641,1
222,16058,1
13877,3573,0
821,18741,0
33648,49834,1
109010,934,0
25206,31414,1
17859,16810,0
3855,4208,0
50013,1433,1
5728,9392,0
25207,35915,0
17401,87205,0
451,112,0
54539,18750,1
18370,4551,0
9695,22130,0
10356,20124,0
54160,37301,0
2403,8403,0
7054,7052,0
8863,14286,0
45554,923,0
68021,29021,1
3250,2574,0
3938,3198,1
199,7693,1
431,94024,1
7755,13010,1
2471,6190,1
49162,671,1
1961,5428,1
12928,12936,0
41774,5913,0
219,2727,0
93450,1596,0
20089,50990,0
5544,16644,1
9077,3577,1
6103,15836,0
448,79912,1
37156,2585,0
4556,12777,1
929,5468,1
61850,401,1
1931,608,1
608,24646,0
8188,8186,0
13,107745,1
2789,1176,1
65905,112794,1
8544,6994,0
8608,20028,1
3939,69483,0
481,89444,1
57777,6333,0
136,22737,0
38883,7206,0
7162,67440,1
76854,1585,0
15265,133544,0
1713,13656,0
73458,2217,1
1488,125657,1
44777,21910,0
28800,7930,0
17445,38964,0
2156,417,0
11189,74168,0
3958,80840,0
10760,804,1
3478,58523,1
5327,11013,0
220,2334,0
26434,113294,0
2167,121457,0
19304,33365,0
13701,800,0
1845,574,0
13696,35469,1
17619,6838,1
404,7754,1
135620,10419,0
45010,79638,1
35272,15117,0
13440,8253,1
13108,103005,1
1392,2656,1
1359,1265,1
456,9867,0
3135,5892,1
16905,82869,0
3778,608,1
32074,8470,1
3435,4837,1
349,12433,0
9182,1817,1
51665,112,0
4618,66658,0
12962,7541,1
43443,57006,0
44816,2575,1
13821,13824,0
15029,5334,0
740,16605,1
48037,2617,1
3939,11034,1
380,5189,1
16066,93891,1
